X,Y,NOMBRE,TIPO_AREA,SHAPE_Leng,SHAPE_Area
346095.428855258,6261376.04696,El Transito,Pueblo,2412.94750245000,235044.11468500001
333840.850033215,6260913.71390495,Viluco,Pueblo,2737.88118344000,205450.61147700000
378074.261223727,6266908.66688593,San Alfonso,Pueblo,3861.53836467000,475610.86396200000
319987.967478395,6337777.48545109,Tiltil,Pueblo,4271.30746153000,469578.96478600003
335293.919273779,6314660.19282903,Estacion Colina,Pueblo,2834.57305492000,331168.71505800000
353764.257588932,6277047.51237481,Pirque,Pueblo,2408.68324048000,168518.99983700001
335942.550665412,6277491.92764273,Bajos de San Agustin,Pueblo,5940.20886460000,866218.23047600000
281358.66103714,6039942.96074685,Panimavida,Pueblo,4164.70214193000,667340.89864599996
282426.986639337,6046830.40839844,Colbun,Pueblo,7523.45887959000,953309.82867800002
252530.280436045,6057504.63043856,San Javier,Ciudad,10858.60852010000,3100980.65181000018
266872.318569999,6377446.56817823,Las Ventanas (Horcon),Pueblo,6298.07427486000,796821.32207700005
314298.141011647,6196736.77469916,Guacarhue,Aldea,2578.61671932000,174731.53077600000
329250.750739055,6205957.07326064,El Abra,Aldea,3534.36785011000,506742.36368000001
290401.64885268,6163173.27852417,Cunaco,Pueblo,3189.88740810000,269334.45618300000
236847.384569517,6242627.13835305,La Boca,Pueblo,2113.76534903000,160365.31262800001
255554.813859442,6211577.7042551,La Estrella,Aldea,2338.22301571000,229783.16022300001
321269.305112602,6187090.20350056,Malloa,Pueblo,4661.13978260000,455692.71980000002
234643.842281402,6238429.96329472,Matanzas,Caserio,3227.81953978000,111666.95377300000
238292.446512744,6239408.13276167,Navidad,Aldea,1481.43497840000,77245.45291130000
325960.028349829,6184846.20243491,Pelequen,Pueblo,7185.58108127000,802128.97224300005
319007.886330605,6196565.7888549,Quinta de Tilcoco,Ciudad,9070.97097143000,857299.26018500002
332862.362551048,6202986.34132547,Santa Amalia,Aldea,1332.43944016000,85148.10449090000
259228.617100894,6190629.97593004,Marchihue,Pueblo,5662.77236149000,970654.02577800001
220106.268346653,6186206.4131796,Bellavista,Aldea,2033.76608951000,203433.21473899999
300416.24931292,6192305.33612352,Peumo,Ciudad,9282.92055857000,1155456.80553000001
287733.811765209,6203260.99586049,Las Cabras,Pueblo,7733.51078580000,1449707.93469000002
266340.270815932,6376568.1520457,Las Ventanas (La Chocota),Pueblo,2350.23893494000,198231.02948800000
285434.059814862,6407595.61087762,Placilla,Pueblo,4118.83691651000,273634.16207800002
265461.008921991,6369112.69581569,Quintero,Ciudad,6172.60802481000,1829749.54682999989
271439.971176319,6383285.01176736,Maitencillo,Pueblo,8046.35687064000,1460300.85370000009
270385.750051902,6400744.45131686,Papudo,Pueblo,6522.05030040000,886772.51180700003
349960.628749101,6364096.08347529,Seor Pobre Bejares,Ciudad,2063.85866124000,183976.83707300000
350028.913365491,6365780.45924622,Los Andes,Ciudad,23484.12175900000,6457024.85479000024
264227.014163224,6353466.14902226,Concon,Ciudad,21653.72968660000,8160550.74713999964
223438.704452671,6180309.02912437,Cahuil,Aldea,2874.07269041000,265665.67193200003
313239.80327732,6157603.31050488,Chimbarongo,Ciudad,10704.96716200000,1895744.40287000011
322881.219199483,6208317.32718699,Copequen,Aldea,6005.93375813000,535482.60855999996
340482.781306921,6228803.8506242,Graneros,Ciudad,12235.46539130000,3406481.93685000017
348236.987483775,6217005.82307687,Machali,Ciudad,13497.74341910000,3398234.13290000008
249074.303981995,6190639.35607842,Alcones,Aldea,3911.55943508000,249417.95700699999
265864.571115588,6184622.65553575,Poblacion,Pueblo,6156.15308947000,528461.00588900002
282172.617533034,6177294.42425218,San Jose del Carmen,Aldea,2825.42284244000,230935.82306600001
272311.685161523,6182025.24639055,Peralillo,Pueblo,5373.38477909000,1016449.35849999997
256929.083361375,6167910.45904595,Pumanque,Aldea,5574.04515247000,501600.51231000002
246998.773502976,6240616.17483902,Rapel,Aldea,3059.42466829000,441303.77418399998
309243.442588,6187234.60536434,San Vicente de Tagua Tagua,Ciudad,12818.00293010000,2109110.52526000002
283329.687808104,6169506.60824265,Palmilla,Ciudad,5840.86285791000,614194.15213800000
332422.88444643,6213002.52663246,Olivar Alto,Pueblo,15945.56170630000,1241681.99509999994
283396.088427051,6164753.27971791,Santa Cruz,Ciudad,17546.45862780000,2647975.34518999979
298356.973955071,6163488.78239448,Nancagua,Ciudad,8458.20468770000,1779952.20027999999
318988.963688874,6211024.10960758,Doihue,Ciudad,9509.20467601000,1586314.49744999991
325959.431009468,6213794.37537542,Lo Miranda,Ciudad,11101.45134350000,1242838.22424999997
290167.236408462,6195866.11806981,Pichidegua,Pueblo,13138.60200130000,1702118.22695000004
291696.747213345,6154605.76055479,Chepica,Pueblo,9452.30523135000,1563998.81456000009
248509.519123419,6221723.91531061,Litueche,Pueblo,4760.56402811000,508214.49771500000
221316.477676062,6162431.07174097,Bucalemu,Pueblo,3398.54298856000,149894.60847300000
248730.526161639,6161135.21853952,Nilahue Cornejo,Aldea,2900.54034097000,261246.66021999999
321150.761753796,6273482.78191062,Talagante,Ciudad,18583.86225000000,5116672.97152000014
332748.705234684,6284340.9250636,Padre Hurtado,Ciudad,21061.04272050000,6890486.89551999979
328089.240864882,6257791.20360279,Valdivia de Paine,Pueblo,3692.25748075000,276637.70082400000
338795.009934985,6266225.58401328,Buin,Ciudad,10145.14065280000,3209955.76486000000
338424.725235211,6251251.11004785,Hospital,Pueblo,3787.82841311000,402446.61546399997
344162.564020285,6265866.35122772,Alto Jahuel,Pueblo,4623.37070041000,571257.29929899995
294833.806955702,6283385.82371548,Bollenar,Pueblo,3052.20381466000,486864.27198199998
324183.52000206,6264320.66453919,Isla de Maipo,Pueblo,3617.57194753000,557635.30144700001
339427.961153054,6257551.44556073,Paine,Ciudad,13587.77674720000,2593192.74843000015
365034.810856863,6283728.30844036,Las Vertientes,Pueblo,2411.89730653000,285276.04330700001
302239.536693013,6302585.3547185,Curacavi,Ciudad,5833.97938646000,1571551.35543000000
363864.537058734,6282533.56970175,El Canelo,Pueblo,3593.47514777000,641488.53122000000
330285.825132241,6290362.69722168,El Maiten,Pueblo,3669.99248903000,375514.63683899998
347464.677419833,6294934.26452115,Santiago,Ciudad,427491.44426199998,582104090.09800004959
258703.198237765,4263179.74477325,Puerto Natales,Ciudad,9583.08882583000,4531643.42674999963
408852.372735164,4094073.61038996,Porvenir,Pueblo,9550.46059962000,2618156.62379000010
208611.43457253,5040591.21109064,Puerto Cisnes,Pueblo,6276.74486449000,801349.40995300002
201535.02329812,4958534.75739687,Puerto Chacabuco,Pueblo,4350.75993317000,605596.62724099995
273693.122236225,4869197.95485692,Puerto Ibaez,Aldea,3796.50050569000,574163.02790600003
330656.391073333,6296641.85298732,Lomas de Lo Aguirre,Ciudad,2790.69677921000,354249.20447300002
372469.418350051,4109757.70441949,Punta Arenas,Ciudad,37304.94242770000,23825195.24199999869
211091.586015003,4965903.27463694,Puerto Aysen,Ciudad,12740.24948710000,2492095.32261000015
508845.651107655,7513655.59235907,Calama,Ciudad,7266.15944592000,1085889.28432999994
211559.707502824,4964731.88245769,Puerto Aysen,Ciudad,5410.58389811000,1123116.02789000003
261405.650243445,4948377.77441751,Cohaique,Ciudad,17677.87999530000,6317037.64714999963
291073.4356476,4842182.69263161,Chile Chico,Pueblo,5641.87530394000,1283623.40552000003
132896.51988737,5925003.57981974,Talcahuano,Ciudad,83548.16591300000,31005191.85110000148
260653.650414375,6333048.73967,Placilla de Peuelas,Ciudad,10517.48606580000,2821870.15591000021
